CURVE,X,Y
61,109,0
61,110,80
61,120,91.8
61,130,101.9
61,140,106.7
61,150,110
61,160,114.5
61,170,119.3
61,180,123.3
61,190,126.5
61,200,129
61,210,131.1
61,220,132.7
61,230,134
61,240,134.9
61,250,135.5
61,260,135.9
61,270,136.1
61,280,136.2
61,290,136.1
61,300,135.9
61,310,135.6
61,320,135.2
61,350,133.7
49,109,0
49,110,107.1
49,120,121.1
49,130,133.3
49,140,142.7
49,150,151
49,160,158.7
49,170,165.6
49,180,171.8
49,190,177.1
49,200,181.6
49,210,185.4
49,220,188.9
49,230,191.9
49,240,194.5
49,250,196.7
49,260,198.5
49,270,200.2
49,280,201.7
49,290,202.9
49,300,203.9
49,310,204.7
49,320,205.3
49,330,205.8
49,340,206.1
49,350,206.3
142,109,0
142,110,107.1
142,120,121.1
142,130,133.3
142,140,142.7
142,150,151
142,160,158.7
142,170,165.6
142,180,171.8
142,190,177.1
142,200,181.6
142,210,185.4
142,220,188.9
142,230,191.9
142,240,194.5
142,250,196.7
142,260,198.5
142,270,200.2
142,280,201.7
142,290,202.9
142,300,203.9
142,310,204.7
142,320,205.3
142,330,205.8
142,340,206.1
142,350,206.3
139,109,0
139,110,107.1
139,120,121.1
139,130,133.3
139,140,142.7
139,150,151
139,160,158.7
139,170,165.6
139,180,171.8
139,190,177.1
139,200,181.6
139,210,185.4
139,220,188.9
139,230,191.9
139,240,194.5
139,250,196.7
139,260,198.5
139,270,200.2
139,280,201.7
139,290,202.9
139,300,203.9
139,310,204.7
139,320,205.3
139,330,205.8
139,340,206.1
139,350,206.3
46,109,0
46,110,107.1
46,120,121.1
46,130,133.3
46,140,142.7
46,150,151
46,160,158.7
46,170,165.6
46,180,171.8
46,190,177.1
46,200,181.6
46,210,185.4
46,220,188.9
46,230,191.9
46,240,194.5
46,250,196.7
46,260,198.5
46,270,200.2
46,280,201.7
46,290,202.9
46,300,203.9
46,310,204.7
46,320,205.3
46,330,205.8
46,340,206.1
46,350,206.3
21,109,0
21,110,1
209,109,0
209,110,150
209,120,167.5
209,130,181.8
209,140,186.7
209,150,189.2
209,160,194.4
209,170,200.4
209,180,205.2
209,190,208.9
209,200,211.9
209,210,214.1
209,220,215.8
209,230,217
209,240,217.7
209,250,218.1
209,260,218.2
209,270,218.1
209,280,217.8
209,290,217.3
209,300,216.7
209,310,216
209,320,215.2
209,330,214.3
209,350,212.3
114,109,0
114,110,122.4
114,120,138.8
114,130,153.3
114,140,164.3
114,150,174
114,160,183.3
114,170,191.5
114,180,198.7
114,190,205
114,200,210.5
114,210,215.1
114,220,219.1
114,230,222.7
114,240,225.8
114,250,228.4
114,260,230.6
114,270,232.6
114,280,234.2
114,290,235.7
114,300,236.9
114,310,237.9
114,320,238.7
114,330,239.3
114,340,239.7
114,350,240
20,109,0
20,110,122.4
20,120,138.8
20,130,153.3
20,140,164.3
20,150,174
20,160,183.3
20,170,191.5
20,180,198.7
20,190,205
20,200,210.5
20,210,215.1
20,220,219.1
20,230,222.7
20,240,225.8
20,250,228.4
20,260,230.6
20,270,232.6
20,280,234.2
20,290,235.7
20,300,236.9
20,310,237.9
20,320,238.7
20,330,239.3
20,340,239.7
20,350,240
154,129,0
154,130,84
154,140,92.4
154,150,99.3
154,160,105.7
154,170,111.4
154,180,116.4
154,190,120.8
154,200,124.5
154,210,127.6
154,220,130.2
154,230,132.4
154,240,134.2
154,250,135.6
154,260,136.8
154,270,137.8
154,280,138.5
154,290,139
154,300,139.4
154,310,139.7
154,320,139.8
154,340,139.8
154,350,139.7
145,129,0
145,130,84
145,140,92.4
145,150,99.3
145,160,105.7
145,170,111.4
145,180,116.4
145,190,120.8
145,200,124.5
145,210,127.6
145,220,130.2
145,230,132.4
145,240,134.2
145,250,135.6
145,260,136.8
145,270,137.8
145,280,138.5
145,290,139
145,300,139.4
145,310,139.7
145,320,139.8
145,340,139.8
145,350,139.7
66,129,0
66,130,1
65,129,0
65,130,84
65,140,92.4
65,150,99.3
65,160,105.7
65,170,111.4
65,180,116.4
65,190,120.8
65,200,124.5
65,210,127.6
65,220,130.2
65,230,132.4
65,240,134.2
65,250,135.6
65,260,136.8
65,270,137.8
65,280,138.5
65,290,139
65,300,139.4
65,310,139.7
65,320,139.8
65,340,139.8
65,350,139.7
80,119,0
80,120,1
174,119,0
174,120,70.3
174,130,80.3
174,140,87.2
174,160,98.4
174,170,103.7
174,180,108.2
174,190,112
174,200,115
174,210,117.4
174,220,119.5
174,230,121.2
174,240,122.6
174,250,123.6
174,260,124.3
174,270,124.8
174,280,125.2
174,290,125.3
174,300,125.3
174,310,125.2
174,320,125
174,340,124.4
174,350,124
163,119,0
163,120,70.3
163,130,80.3
163,140,87.2
163,160,98.4
163,170,103.7
163,180,108.2
163,190,112
163,200,115
163,210,117.4
163,220,119.5
163,230,121.2
163,240,122.6
163,250,123.6
163,260,124.3
163,270,124.8
163,280,125.2
163,290,125.3
163,300,125.3
163,310,125.2
163,320,125
163,340,124.4
163,350,124
79,119,0
79,120,70.3
79,130,80.3
79,140,87.2
79,160,98.4
79,170,103.7
79,180,108.2
79,190,112
79,200,115
79,210,117.4
79,220,119.5
79,230,121.2
79,240,122.6
79,250,123.6
79,260,124.3
79,270,124.8
79,280,125.2
79,290,125.3
79,300,125.3
79,310,125.2
79,320,125
79,340,124.4
79,350,124
16,119,0
16,120,1
130,119,0
130,120,128.6
130,130,143.1
130,140,154.6
130,150,164.3
130,160,173.2
130,170,181.2
130,180,187.9
130,190,193.4
130,200,198.1
130,210,201.9
130,220,205
130,230,207.7
130,240,209.9
130,250,211.6
130,260,212.9
130,270,213.9
130,280,214.6
130,290,215.1
130,300,215.3
130,310,215.4
130,320,215.4
130,330,215.2
130,340,214.9
130,350,214.5
86,119,0
86,120,166.9
86,130,185.2
86,140,201
86,150,214.9
86,160,227.2
86,170,238.1
86,180,247.7
86,190,256.1
86,200,263.6
86,210,269.9
86,220,275.5
86,230,280.4
86,240,284.8
86,250,288.8
86,260,292.3
86,270,295.3
86,280,297.8
86,290,299.9
86,300,301.7
86,310,303.1
86,320,304.3
86,330,305.3
86,340,306
86,350,306.6
15,119,0
15,120,128.6
15,130,143.1
15,140,154.6
15,150,164.3
15,160,173.2
15,170,181.2
15,180,187.9
15,190,193.4
15,200,198.1
15,210,201.9
15,220,205
15,230,207.7
15,240,209.9
15,250,211.6
15,260,212.9
15,270,213.9
15,280,214.6
15,290,215.1
15,300,215.3
15,310,215.4
15,320,215.4
15,330,215.2
15,340,214.9
15,350,214.5
206,169,0
206,170,1
205,169,0
205,170,197.5
205,180,212.2
205,190,225.3
205,200,237.1
205,210,247.8
205,220,257.5
205,230,266.4
205,240,274.4
205,250,281.6
205,260,288.2
205,270,294.1
205,280,299.5
205,290,304.2
205,300,308.3
205,310,312
205,320,315.4
205,330,318.3
205,340,320.9
205,350,323.3
193,159,0
193,160,1
192,159,0
192,160,51.2
192,170,55.3
192,180,59.1
192,190,62.3
192,200,65.1
192,210,67.4
192,220,69.3
192,230,70.9
192,240,72.3
192,250,73.4
192,260,74.2
192,270,74.9
192,280,75.5
192,300,76.1
192,310,76.3
192,320,76.4
192,330,76.4
192,350,76.2
99,219,0
99,220,1
98,219,0
98,220,204.3
98,230,215.4
98,240,225.4
98,250,234.6
98,260,243.1
98,270,251
98,280,258.2
98,290,264.9
98,300,271
98,310,276.6
98,320,281.7
98,330,286.4
98,340,290.7
98,350,294.6
133,149,0
133,150,76.3
133,160,83.1
133,170,89.2
133,180,94.4
133,190,99
133,200,103.2
133,210,106.8
133,220,110
133,230,112.7
133,240,114.9
133,250,116.8
133,260,118.4
133,270,119.8
133,280,120.9
133,290,121.8
133,300,122.6
133,320,123.6
133,330,123.9
133,350,124.3
34,149,0
34,150,76.3
34,160,83.1
34,170,89.2
34,180,94.4
34,190,99
34,200,103.2
34,210,106.8
34,220,110
34,230,112.7
34,240,114.9
34,250,116.8
34,260,118.4
34,270,119.8
34,280,120.9
34,290,121.8
34,300,122.6
34,320,123.6
34,330,123.9
34,350,124.3
30,149,0
30,150,1
136,149,0
136,150,85.5
136,160,92.2
136,170,98.2
136,180,103.4
136,190,107.7
136,200,111.5
136,210,114.7
136,220,117.3
136,230,119.6
136,240,121.5
136,250,123.1
136,260,124.4
136,270,125.5
136,280,126.4
136,290,127.1
136,310,128.1
136,320,128.4
136,340,128.6
29,149,0
29,150,85.5
29,160,92.2
29,170,98.2
29,180,103.4
29,190,107.7
29,200,111.5
29,210,114.7
29,220,117.3
29,230,119.6
29,240,121.5
29,250,123.1
29,260,124.4
29,270,125.5
29,280,126.4
29,290,127.1
29,310,128.1
29,320,128.4
29,340,128.6
124,139,0
124,140,1
6,139,0
6,140,1
123,139,0
123,140,95.6
123,150,103.7
123,160,111.2
123,170,118.1
123,180,124.1
123,190,129.6
123,200,134.3
123,210,138.4
123,220,141.9
123,230,145
123,240,147.9
123,250,150.4
123,260,152.5
123,270,154.4
123,280,156
123,290,157.3
123,300,158.5
123,310,159.5
123,320,160.4
123,330,161.1
123,340,161.8
123,350,162.3
9,139,0
9,140,95.6
9,150,103.7
9,160,111.2
9,170,118.1
9,180,124.1
9,190,129.6
9,200,134.3
9,210,138.4
9,220,141.9
9,230,145
9,240,147.9
9,250,150.4
9,260,152.5
9,270,154.4
9,280,156
9,290,157.3
9,300,158.5
9,310,159.5
9,320,160.4
9,340,161.8
9,350,162.3
120,139,0
120,140,86.6
120,150,93.7
120,160,100.4
120,170,106.5
120,180,112
120,190,116.7
120,200,120.9
120,210,124.5
120,220,127.6
120,230,130.4
120,240,132.9
120,250,135.1
120,260,137
120,270,138.6
120,280,140
120,290,141.2
120,300,142.2
120,310,143.1
120,320,143.9
120,340,145.1
120,350,145.5
5,139,0
5,140,86.6
5,150,93.7
5,160,100.4
5,170,106.5
5,180,112
5,190,116.7
5,200,120.9
5,210,124.5
5,220,127.6
5,230,130.4
5,240,132.9
5,250,135.1
5,260,137
5,270,138.6
5,280,140
5,290,141.2
5,300,142.2
5,310,143.1
5,320,143.9
5,340,145.1
5,350,145.5
2,0,1
155,0,0
155,1,0
155,10,0.1
155,20,2
155,30,8.7
155,40,21.8
155,50,40.5
155,60,61.7
155,70,84.7
155,80,104.3
155,90,123.7
155,100,141.8
155,110,157.7
155,120,170.7
155,130,180.7
155,140,187.8
155,150,192.4
155,160,195.1
155,170,196.2
155,180,196.3
155,190,195.5
155,200,194.2
155,210,192.6
155,230,189.6
155,270,184.4
155,280,183.3
155,290,182.3
155,299,180.3
196,0,0
196,1,0
196,10,0.2
196,20,1.8
196,30,6.3
196,40,13.9
196,50,24.4
196,60,34.6
196,70,49.9
196,80,63.9
196,90,76.9
196,100,89.6
196,110,101.8
196,120,113
196,130,122.6
196,140,130.3
196,150,136.1
196,160,140.1
196,170,142.3
196,180,142.9
196,190,142.5
196,210,140.7
196,230,139.1
196,250,137.9
196,260,137.2
196,270,136.6
196,280,135.9
196,290,135.3
196,299,134.6
167,0,0
167,1,0
167,10,0.2
167,20,1.8
167,30,6.3
167,40,13.9
167,50,24.4
167,60,34.6
167,70,49.9
167,80,63.9
167,90,76.9
167,100,89.6
167,110,101.8
167,120,113
167,130,122.6
167,140,130.3
167,150,136.1
167,160,140.1
167,170,142.3
167,180,142.9
167,190,142.5
167,210,140.7
167,230,139.1
167,250,137.9
167,260,137.2
167,270,136.6
167,280,135.9
167,290,135.3
167,299,134.6
100,0,0
100,1,0
100,10,0.2
100,20,1.8
100,30,6.3
100,40,13.9
100,50,24.4
100,60,34.6
100,70,49.9
100,80,63.9
100,90,76.9
100,100,89.6
100,110,101.8
100,120,113
100,130,122.6
100,140,130.3
100,150,136.1
100,160,140.1
100,170,142.3
100,180,142.9
100,190,142.5
100,210,140.7
100,230,139.1
100,250,137.9
100,260,137.2
100,270,136.6
100,280,135.9
100,290,135.3
100,299,134.6
101,0,0
101,1,0
101,10,0.2
101,20,1.8
101,30,6.3
101,40,13.9
101,50,24.4
101,60,34.6
101,70,49.9
101,80,63.9
101,90,76.9
101,100,89.6
101,110,101.8
101,120,113
101,130,122.6
101,140,130.3
101,150,136.1
101,160,140.1
101,170,142.3
101,180,142.9
101,190,142.5
101,210,140.7
101,230,139.1
101,250,137.9
101,260,137.2
101,270,136.6
101,280,135.9
101,290,135.3
101,299,134.6
59,0,0
59,1,0
59,10,0.2
59,20,1.8
59,30,6.3
59,40,13.9
59,50,24.4
59,60,34.6
59,70,49.9
59,80,63.9
59,90,76.9
59,100,89.6
59,110,101.8
59,120,113
59,130,122.6
59,140,130.3
59,150,136.1
59,160,140.1
59,170,142.3
59,180,142.9
59,190,142.5
59,210,140.7
59,230,139.1
59,250,137.9
59,260,137.2
59,270,136.6
59,280,135.9
59,290,135.3
59,299,134.6
217,0,0
217,1,0
217,10,0.4
217,20,3.3
217,30,10.5
217,40,22.7
217,50,40
217,60,60.8
217,70,86.4
217,80,115
217,90,141.7
217,100,166.5
217,110,188.6
217,120,207.1
217,130,221.8
217,140,232.9
217,150,241.1
217,160,247.1
217,170,251.2
217,180,253.6
217,190,254.5
217,200,254.2
217,210,253.2
217,220,251.5
217,240,247.7
217,250,245.5
217,260,243.1
217,270,240.4
217,280,237.3
217,290,233.9
217,299,231.8
115,0,0
115,1,0
115,10,0.4
115,20,3.2
115,30,10
115,40,21.3
115,50,37.5
115,60,59
115,70,82.1
115,80,110.2
115,90,136.1
115,100,159.6
115,110,179.8
115,120,196.8
115,130,211.2
115,140,223.1
115,150,232.2
115,160,238.5
115,170,242.1
115,180,243.4
115,190,243
115,200,241.3
115,210,239
115,220,236.5
115,230,234.5
115,240,233.2
115,250,232.5
115,270,231.7
115,290,230.5
115,299,229.2
212,0,0
212,1,0
212,10,0.4
212,20,3.3
212,30,10.5
212,40,22.7
212,50,40
212,60,60.8
212,70,86.4
212,80,115
212,90,141.7
212,100,166.5
212,110,188.6
212,120,207.1
212,130,221.8
212,140,232.9
212,150,241.1
212,160,247.1
212,170,251.2
212,180,253.6
212,190,254.5
212,200,254.2
212,210,253.2
212,220,251.5
212,240,247.7
212,250,245.5
212,260,243.1
212,270,240.4
212,280,237.3
212,290,233.9
212,299,231.8
175,0,0
175,1,0
175,10,0.4
175,20,3.3
175,30,10.5
175,40,22.7
175,50,40
175,60,60.8
175,70,86.4
175,80,115
175,90,141.7
175,100,166.5
175,110,188.6
175,120,207.1
175,130,221.8
175,140,232.9
175,150,241.1
175,160,247.1
175,170,251.2
175,180,253.6
175,190,254.5
175,200,254.2
175,210,253.2
175,220,251.5
175,240,247.7
175,250,245.5
175,260,243.1
175,270,240.4
175,280,237.3
175,290,233.9
175,299,231.8
107,0,0
107,1,0
107,10,0.4
107,20,3.3
107,30,10.5
107,40,22.7
107,50,40
107,60,60.8
107,70,86.4
107,80,115
107,90,141.7
107,100,166.5
107,110,188.6
107,120,207.1
107,130,221.8
107,140,232.9
107,150,241.1
107,160,247.1
107,170,251.2
107,180,253.6
107,190,254.5
107,200,254.2
107,210,253.2
107,220,251.5
107,240,247.7
107,250,245.5
107,260,243.1
107,270,240.4
107,280,237.3
107,290,233.9
107,299,231.8
88,0,0
88,1,0
88,10,0.4
88,20,3.3
88,30,10.5
88,40,22.7
88,50,40
88,60,60.8
88,70,86.4
88,80,115
88,90,141.7
88,100,166.5
88,110,188.6
88,120,207.1
88,130,221.8
88,140,232.9
88,150,241.1
88,160,247.1
88,170,251.2
88,180,253.6
88,190,254.5
88,200,254.2
88,210,253.2
88,220,251.5
88,240,247.7
88,250,245.5
88,260,243.1
88,270,240.4
88,280,237.3
88,290,233.9
88,299,231.8
70,0,0
70,1,0
70,10,0.4
70,20,3.2
70,30,10
70,40,21.3
70,50,37.5
70,60,59
70,70,82.1
70,80,110.2
70,90,136.1
70,100,159.6
70,110,179.8
70,120,196.8
70,130,211.2
70,140,223.1
70,150,232.2
70,160,238.5
70,170,242.1
70,180,243.4
70,190,243
70,200,241.3
70,210,239
70,220,236.5
70,230,234.5
70,240,233.2
70,250,232.5
70,270,231.7
70,290,230.5
70,299,229.2
108,0,0
108,1,0
108,10,0.4
108,20,3.2
108,30,10
108,40,21.3
108,50,37.5
108,60,59
108,70,82.1
108,80,110.2
108,90,136.1
108,100,159.6
108,110,179.8
108,120,196.8
108,130,211.2
108,140,223.1
108,150,232.2
108,160,238.5
108,170,242.1
108,180,243.4
108,190,243
108,200,241.3
108,210,239
108,220,236.5
108,230,234.5
108,240,233.2
108,250,232.5
108,270,231.7
108,290,230.5
108,299,229.2
147,0,0
147,1,0
147,10,0.4
147,20,3.2
147,30,10
147,40,21.3
147,50,37.5
147,60,59
147,70,82.1
147,80,110.2
147,90,136.1
147,100,159.6
147,110,179.8
147,120,196.8
147,130,211.2
147,140,223.1
147,150,232.2
147,160,238.5
147,170,242.1
147,180,243.4
147,190,243
147,200,241.3
147,210,239
147,220,236.5
147,230,234.5
147,240,233.2
147,250,232.5
147,270,231.7
147,290,230.5
147,299,229.2
73,0,0
73,1,0
73,10,0.4
73,20,3.2
73,30,10
73,40,21.3
73,50,37.5
73,60,59
73,70,82.1
73,80,110.2
73,90,136.1
73,100,159.6
73,110,179.8
73,120,196.8
73,130,211.2
73,140,223.1
73,150,232.2
73,160,238.5
73,170,242.1
73,180,243.4
73,190,243
73,200,241.3
73,210,239
73,220,236.5
73,230,234.5
73,240,233.2
73,250,232.5
73,270,231.7
73,290,230.5
73,299,229.2
55,0,0
55,1,0
55,10,0.4
55,20,3.2
55,30,10
55,40,21.3
55,50,37.5
55,60,59
55,70,82.1
55,80,110.2
55,90,136.1
55,100,159.6
55,110,179.8
55,120,196.8
55,130,211.2
55,140,223.1
55,150,232.2
55,160,238.5
55,170,242.1
55,180,243.4
55,190,243
55,200,241.3
55,210,239
55,220,236.5
55,230,234.5
55,240,233.2
55,250,232.5
55,270,231.7
55,290,230.5
55,299,229.2
148,0,0
148,1,0
148,10,0.1
148,20,2
148,30,8.7
148,40,21.8
148,50,40.5
148,60,61.7
148,70,84.7
148,80,104.3
148,90,123.7
148,100,141.8
148,110,157.7
148,120,170.7
148,130,180.7
148,140,187.8
148,150,192.4
148,160,195.1
148,170,196.2
148,180,196.3
148,190,195.5
148,200,194.2
148,210,192.6
148,230,189.6
148,270,184.4
148,280,183.3
148,290,182.3
148,299,180.3
92,0,0
92,1,0
92,10,0.1
92,20,2
92,30,8.7
92,40,21.8
92,50,40.5
92,60,61.7
92,70,84.7
92,80,104.3
92,90,123.7
92,100,141.8
92,110,157.7
92,120,170.7
92,130,180.7
92,140,187.8
92,150,192.4
92,160,195.1
92,170,196.2
92,180,196.3
92,190,195.5
92,200,194.2
92,210,192.6
92,230,189.6
92,270,184.4
92,280,183.3
92,290,182.3
92,299,180.3
103,0,0
103,1,0
103,10,0.1
103,20,2
103,30,8.7
103,40,21.8
103,50,40.5
103,60,61.7
103,70,84.7
103,80,104.3
103,90,123.7
103,100,141.8
103,110,157.7
103,120,170.7
103,130,180.7
103,140,187.8
103,150,192.4
103,160,195.1
103,170,196.2
103,180,196.3
103,190,195.5
103,200,194.2
103,210,192.6
103,230,189.6
103,270,184.4
103,280,183.3
103,290,182.3
103,299,180.3
40,0,0
40,1,0
40,10,0.1
40,20,2
40,30,8.7
40,40,21.8
40,50,40.5
40,60,61.7
40,70,84.7
40,80,104.3
40,90,123.7
40,100,141.8
40,110,157.7
40,120,170.7
40,130,180.7
40,140,187.8
40,150,192.4
40,160,195.1
40,170,196.2
40,180,196.3
40,190,195.5
40,200,194.2
40,210,192.6
40,230,189.6
40,270,184.4
40,280,183.3
40,290,182.3
40,299,180.3
143,0,0
143,1,0
143,10,0.6
143,20,2.3
143,30,5.3
143,40,9.6
143,50,15.2
143,60,22.6
143,70,29.8
143,80,39.5
143,90,49.1
143,100,59
143,110,69.3
143,120,79.8
143,130,89.8
143,140,98.5
143,150,105.4
143,160,110.6
143,170,114.1
143,180,116.1
143,190,117.1
143,200,117.4
143,210,117.5
143,220,117.5
143,240,117.1
143,250,116.8
143,260,116.6
143,270,116.3
143,280,116.1
143,290,115.8
143,299,115.7
68,0,0
68,1,0
68,10,0.6
68,20,2.3
68,30,5.3
68,40,9.6
68,50,15.2
68,60,22.6
68,70,29.8
68,80,39.5
68,90,49.1
68,100,59
68,110,69.3
68,120,79.8
68,130,89.8
68,140,98.5
68,150,105.4
68,160,110.6
68,170,114.1
68,180,116.1
68,190,117.1
68,200,117.4
68,210,117.5
68,220,117.5
68,240,117.1
68,250,116.8
68,260,116.6
68,270,116.3
68,280,116.1
68,290,115.8
68,299,115.7
152,0,0
152,1,0
152,10,0.6
152,20,2.3
152,30,5.3
152,40,9.6
152,50,15.2
152,60,22.6
152,70,29.8
152,80,39.5
152,90,49.1
152,100,59
152,110,69.3
152,120,79.8
152,130,89.8
152,140,98.5
152,150,105.4
152,160,110.6
152,170,114.1
152,180,116.1
152,190,117.1
152,200,117.4
152,210,117.5
152,220,117.5
152,240,117.1
152,250,116.8
152,260,116.6
152,270,116.3
152,280,116.1
152,290,115.8
152,299,115.7
63,0,0
63,1,0
63,10,0.6
63,20,2.3
63,30,5.3
63,40,9.6
63,50,15.2
63,60,22.6
63,70,29.8
63,80,39.5
63,90,49.1
63,100,59
63,110,69.3
63,120,79.8
