TRACK,LABEL,METHOD,CURVE
13,feature.Area.og2.total,,1
13,feature.Area.unmanaged,,2
13,feature.Yield.unmanaged.Total,,22
14,feature.Area.og1.IDF_FD_H,,23
14,feature.Area.og1.total,,23
14,feature.Area.og2.IDF_FD_H,,1
14,feature.Area.og2.total,,1
14,feature.Area.unmanaged,,2
14,feature.Yield.unmanaged.Total,,24
15,feature.Area.og1.IDF_FDI_L,,0
15,feature.Area.og1.total,,0
15,feature.Area.og2.IDF_FDI_L,,1
15,feature.Area.og2.total,,1
15,feature.Area.unmanaged,,2
15,feature.Yield.unmanaged.Total,,25
16,feature.Area.og1.IDF_PL_L,,26
16,feature.Area.og1.total,,26
16,feature.Area.og2.IDF_PL_L,,1
16,feature.Area.og2.total,,1
16,feature.Area.unmanaged,,2
16,feature.Yield.unmanaged.Total,,27
17,feature.Area.managed,,2
17,feature.Area.og1.IDF_PL_L,,26
17,feature.Area.og1.total,,26
17,feature.Area.og2.IDF_PL_L,,1
17,feature.Area.og2.total,,1
17,feature.Yield.managed.Total,,28
18,feature.Area.managed,,2
18,feature.Area.og1.IDF_PL_L,,26
18,feature.Area.og1.total,,26
18,feature.Area.og2.IDF_PL_L,,1
18,feature.Area.og2.total,,1
18,feature.Yield.managed.Total,,28
19,feature.Area.og1.IDF_PLI_L,,31
19,feature.Area.og1.total,,31
19,feature.Area.og2.IDF_PLI_L,,1
19,feature.Area.og2.total,,1
19,feature.Area.unmanaged,,2
19,feature.Yield.unmanaged.Total,,32
20,feature.Area.managed,,2
20,feature.Area.og1.IDF_PLI_L,,31
20,feature.Area.og1.total,,31
20,feature.Area.og2.IDF_PLI_L,,1
20,feature.Area.og2.total,,1
20,feature.Yield.managed.Total,,33
21,feature.Area.managed,,2
21,feature.Area.og1.IDF_PLI_L,,31
21,feature.Area.og1.total,,31
21,feature.Area.og2.IDF_PLI_L,,1
21,feature.Area.og2.total,,1
21,feature.Yield.managed.Total,,33
22,feature.Area.og1.IDF_PL_L,,26
22,feature.Area.og1.total,,26
22,feature.Area.og2.IDF_PL_L,,1
22,feature.Area.og2.total,,1
22,feature.Area.unmanaged,,2
22,feature.Yield.unmanaged.Total,,35
23,feature.Area.og1.IDF_PLI_L,,31
23,feature.Area.og1.total,,31
23,feature.Area.og2.IDF_PLI_L,,1
23,feature.Area.og2.total,,1
23,feature.Area.unmanaged,,2
23,feature.Yield.unmanaged.Total,,36
24,feature.Area.og1.IDF_FDI_M,,37
24,feature.Area.og1.total,,37
24,feature.Area.og2.IDF_FDI_M,,13
24,feature.Area.og2.total,,13
24,feature.Area.unmanaged,,11
24,feature.Yield.unmanaged.Total,,38
25,feature.Area.og1.IDF_PLI_H,,39
25,feature.Area.og1.total,,39
25,feature.Area.og2.IDF_PLI_H,,13
25,feature.Area.og2.total,,13
25,feature.Area.unmanaged,,11
25,feature.Yield.unmanaged.Total,,40
26,feature.Area.managed,,11
26,feature.Area.og1.IDF_PLI_H,,39
26,feature.Area.og1.total,,39
26,feature.Area.og2.IDF_PLI_H,,13
26,feature.Area.og2.total,,13
26,feature.Yield.managed.Total,,41
27,feature.Area.og1.IDF_FD_M,,17
27,feature.Area.og1.total,,17
27,feature.Area.og2.IDF_FD_M,,1
27,feature.Area.og2.total,,1
27,feature.Area.unmanaged,,2
27,feature.Yield.unmanaged.Total,,44
28,feature.Area.managed,,2
28,feature.Area.og1.IDF_FD_M,,17
28,feature.Area.og1.total,,17
28,feature.Area.og2.IDF_FD_M,,1
28,feature.Area.og2.total,,1
28,feature.Yield.managed.Total,,45
29,feature.Area.og1.IDF_FD_M,,17
29,feature.Area.og1.total,,17
29,feature.Area.og2.IDF_FD_M,,1
29,feature.Area.og2.total,,1
29,feature.Area.unmanaged,,2
29,feature.Yield.unmanaged.Total,,47
30,feature.Area.managed,,2
30,feature.Area.og1.IDF_FD_M,,17
30,feature.Area.og1.total,,17
30,feature.Area.og2.IDF_FD_M,,1
30,feature.Area.og2.total,,1
30,feature.Yield.managed.Total,,48
31,feature.Area.og1.IDF_FD_H,,23
31,feature.Area.og1.total,,23
31,feature.Area.og2.IDF_FD_H,,1
31,feature.Area.og2.total,,1
31,feature.Area.unmanaged,,2
31,feature.Yield.unmanaged.Total,,50
32,feature.Area.managed,,2
32,feature.Area.og1.IDF_FD_H,,23
32,feature.Area.og1.total,,23
32,feature.Area.og2.IDF_FD_H,,1
32,feature.Area.og2.total,,1
32,feature.Yield.managed.Total,,51
33,feature.Area.og1.IDF_FDI_H,,54
33,feature.Area.og1.total,,54
33,feature.Area.og2.IDF_FDI_H,,1
33,feature.Area.og2.total,,1
33,feature.Area.unmanaged,,2
33,feature.Yield.unmanaged.Total,,55
34,feature.Area.managed,,2
34,feature.Area.og1.IDF_FDI_H,,54
34,feature.Area.og1.total,,54
34,feature.Area.og2.IDF_FDI_H,,1
34,feature.Area.og2.total,,1
34,feature.Yield.managed.Total,,56
35,feature.Area.og1.SBPS_PLI_H,,58
35,feature.Area.og1.total,,58
35,feature.Area.og2.SBPS_PLI_H,,1
35,feature.Area.og2.total,,1
35,feature.Area.unmanaged,,2
35,feature.Yield.unmanaged.Total,,59
36,feature.Area.managed,,2
36,feature.Area.og1.SBPS_PLI_H,,58
36,feature.Area.og1.total,,58
36,feature.Area.og2.SBPS_PLI_H,,1
36,feature.Area.og2.total,,1
36,feature.Yield.managed.Total,,60
37,feature.Area.og1.IDF_FD_L,,0
37,feature.Area.og1.total,,0
37,feature.Area.og2.IDF_FD_L,,1
37,feature.Area.og2.total,,1
37,feature.Area.unmanaged,,2
37,feature.Yield.unmanaged.Total,,3
38,feature.Area.og1.IDF_PLI_M,,62
38,feature.Area.og1.total,,62
38,feature.Area.og2.IDF_PLI_M,,1
38,feature.Area.og2.total,,1
38,feature.Area.unmanaged,,2
38,feature.Yield.unmanaged.Total,,63
39,feature.Area.managed,,2
39,feature.Area.og1.IDF_PLI_M,,62
39,feature.Area.og1.total,,62
39,feature.Area.og2.IDF_PLI_M,,1
39,feature.Area.og2.total,,1
39,feature.Yield.managed.Total,,64
40,feature.Area.managed,,2
40,feature.Area.og1.IDF_PLI_M,,62
40,feature.Area.og1.total,,62
40,feature.Area.og2.IDF_PLI_M,,1
40,feature.Area.og2.total,,1
40,feature.Yield.managed.Total,,64
41,feature.Area.og1.IDF_PLI_M,,67
41,feature.Area.og1.total,,67
41,feature.Area.og2.IDF_PLI_M,,13
41,feature.Area.og2.total,,13
41,feature.Area.unmanaged,,11
41,feature.Yield.unmanaged.Total,,68
42,feature.Area.og1.IDF_FDI_H,,69
42,feature.Area.og1.total,,69
42,feature.Area.og2.IDF_FDI_H,,13
42,feature.Area.og2.total,,13
42,feature.Area.unmanaged,,11
42,feature.Yield.unmanaged.Total,,70
43,feature.Area.og1.IDF_FD_M,,17
43,feature.Area.og1.total,,17
43,feature.Area.og2.IDF_FD_M,,1
43,feature.Area.og2.total,,1
43,feature.Area.unmanaged,,2
43,feature.Yield.unmanaged.Total,,44
44,feature.Area.og1.SBPS_PLI_L,,71
44,feature.Area.og1.total,,71
44,feature.Area.og2.SBPS_PLI_L,,1
44,feature.Area.og2.total,,1
44,feature.Area.unmanaged,,2
44,feature.Yield.unmanaged.Total,,72
45,feature.Area.og1.IDF_FDI_H,,69
45,feature.Area.og1.total,,69
45,feature.Area.og2.IDF_FDI_H,,13
45,feature.Area.og2.total,,13
45,feature.Area.unmanaged,,11
45,feature.Yield.unmanaged.Total,,73
46,feature.Area.managed,,2
46,feature.Area.og1.IDF_FDI_H,,54
46,feature.Area.og1.total,,54
46,feature.Area.og2.IDF_FDI_H,,1
46,feature.Area.og2.total,,1
46,feature.Yield.managed.Total,,74
47,feature.Area.og1.SBPS_PLI_M,,76
47,feature.Area.og1.total,,76
47,feature.Area.og2.SBPS_PLI_M,,1
47,feature.Area.og2.total,,1
47,feature.Area.unmanaged,,2
47,feature.Yield.unmanaged.Total,,77
48,feature.Area.managed,,2
48,feature.Area.og1.SBPS_PLI_M,,76
48,feature.Area.og1.total,,76
48,feature.Area.og2.SBPS_PLI_M,,1
48,feature.Area.og2.total,,1
48,feature.Yield.managed.Total,,78
49,feature.Area.managed,,2
49,feature.Area.og1.SBPS_PLI_M,,76
49,feature.Area.og1.total,,76
49,feature.Area.og2.SBPS_PLI_M,,1
49,feature.Area.og2.total,,1
49,feature.Yield.managed.Total,,78
50,feature.Area.og1.IDF_PLI_M,,62
50,feature.Area.og1.total,,62
50,feature.Area.og2.IDF_PLI_M,,1
50,feature.Area.og2.total,,1
50,feature.Area.unmanaged,,2
50,feature.Yield.unmanaged.Total,,63
51,feature.Area.og1.IDF_FD_H,,23
51,feature.Area.og1.total,,23
51,feature.Area.og2.IDF_FD_H,,1
51,feature.Area.og2.total,,1
51,feature.Area.unmanaged,,2
51,feature.Yield.unmanaged.Total,,81
52,feature.Area.managed,,2
52,feature.Area.og1.IDF_FD_H,,23
52,feature.Area.og1.total,,23
52,feature.Area.og2.IDF_FD_H,,1
52,feature.Area.og2.total,,1
52,feature.Yield.managed.Total,,82
53,feature.Area.og1.SBPS_SX_H,,58
53,feature.Area.og1.total,,58
53,feature.Area.og2.SBPS_SX_H,,1
53,feature.Area.og2.total,,1
53,feature.Area.unmanaged,,2
53,feature.Yield.unmanaged.Total,,84
54,feature.Area.managed,,2
54,feature.Area.og1.SBPS_SX_H,,58
54,feature.Area.og1.total,,58
54,feature.Area.og2.SBPS_SX_H,,1
54,feature.Area.og2.total,,1
54,feature.Yield.managed.Total,,85
55,feature.Area.managed,,2
55,feature.Area.og1.SBPS_SX_H,,58
55,feature.Area.og1.total,,58
55,feature.Area.og2.SBPS_SX_H,,1
55,feature.Area.og2.total,,1
55,feature.Yield.managed.Total,,85
56,feature.Area.og1.IDF_PL_H,,87
56,feature.Area.og1.total,,87
56,feature.Area.og2.IDF_PL_H,,1
56,feature.Area.og2.total,,1
56,feature.Area.unmanaged,,2
56,feature.Yield.unmanaged.Total,,88
57,feature.Area.managed,,2
57,feature.Area.og1.IDF_PL_H,,87
57,feature.Area.og1.total,,87
57,feature.Area.og2.IDF_PL_H,,1
57,feature.Area.og2.total,,1
57,feature.Yield.managed.Total,,89
58,feature.Area.managed,,2
58,feature.Area.og1.IDF_PL_H,,87
58,feature.Area.og1.total,,87
58,feature.Area.og2.IDF_PL_H,,1
58,feature.Area.og2.total,,1
58,feature.Yield.managed.Total,,89
59,feature.Area.og1.IDF_PLI_H,,91
59,feature.Area.og1.total,,91
59,feature.Area.og2.IDF_PLI_H,,1
59,feature.Area.og2.total,,1
59,feature.Area.unmanaged,,2
59,feature.Yield.unmanaged.Total,,92
60,feature.Area.og1.IDF_PLI_H,,91
60,feature.Area.og1.total,,91
60,feature.Area.og2.IDF_PLI_H,,1
60,feature.Area.og2.total,,1
60,feature.Area.unmanaged,,2
60,feature.Yield.unmanaged.Total,,92
61,feature.Area.managed,,2
61,feature.Area.og1.IDF_PLI_H,,91
61,feature.Area.og1.total,,91
61,feature.Area.og2.IDF_PLI_H,,1
61,feature.Area.og2.total,,1
61,feature.Yield.managed.Total,,93
62,feature.Area.og1.SBPS_SX_L,,95
62,feature.Area.og1.total,,95
62,feature.Area.og2.SBPS_SX_L,,1
62,feature.Area.og2.total,,1
62,feature.Area.unmanaged,,2
62,feature.Yield.unmanaged.Total,,96
63,feature.Area.managed,,2
63,feature.Area.og1.SBPS_SX_L,,95
63,feature.Area.og1.total,,95
63,feature.Area.og2.SBPS_SX_L,,1
63,feature.Area.og2.total,,1
63,feature.Yield.managed.Total,,97
64,feature.Area.managed,,2
64,feature.Area.og1.SBPS_SX_L,,95
64,feature.Area.og1.total,,95
64,feature.Area.og2.SBPS_SX_L,,1
64,feature.Area.og2.total,,1
64,feature.Yield.managed.Total,,97
65,feature.Area.og1.SBPS_PLI_H,,58
65,feature.Area.og1.total,,58
65,feature.Area.og2.SBPS_PLI_H,,1
65,feature.Area.og2.total,,1
65,feature.Area.unmanaged,,2
65,feature.Yield.unmanaged.Total,,100
66,feature.Area.managed,,2
66,feature.Area.og1.SBPS_PLI_H,,58
66,feature.Area.og1.total,,58
66,feature.Area.og2.SBPS_PLI_H,,1
66,feature.Area.og2.total,,1
66,feature.Yield.managed.Total,,60
67,feature.Area.og1.SBPS_PLI_M,,76
67,feature.Area.og1.total,,76
67,feature.Area.og2.SBPS_PLI_M,,1
67,feature.Area.og2.total,,1
67,feature.Area.unmanaged,,2
67,feature.Yield.unmanaged.Total,,77
68,feature.Area.og1.SBPS_PLI_H,,58
68,feature.Area.og1.total,,58
68,feature.Area.og2.SBPS_PLI_H,,1
68,feature.Area.og2.total,,1
68,feature.Area.unmanaged,,2
68,feature.Yield.unmanaged.Total,,101
69,feature.Area.og1.IDF_PL_M,,0
69,feature.Area.og1.total,,0
69,feature.Area.og2.IDF_PL_M,,1
69,feature.Area.og2.total,,1
69,feature.Area.unmanaged,,2
69,feature.Yield.unmanaged.Total,,102
70,feature.Area.og1.IDF_PLI_H,,39
70,feature.Area.og1.total,,39
70,feature.Area.og2.IDF_PLI_H,,13
70,feature.Area.og2.total,,13
70,feature.Area.unmanaged,,11
70,feature.Yield.unmanaged.Total,,103
71,feature.Area.og1.SBPS_PLI_M,,104
71,feature.Area.og1.total,,104
71,feature.Area.og2.SBPS_PLI_M,,13
71,feature.Area.og2.total,,13
71,feature.Area.unmanaged,,11
71,feature.Yield.unmanaged.Total,,105
72,feature.Area.og1.IDF_FD_M,,17
72,feature.Area.og1.total,,17
72,feature.Area.og2.IDF_FD_M,,1
72,feature.Area.og2.total,,1
72,feature.Area.unmanaged,,2
72,feature.Yield.unmanaged.Total,,106
73,feature.Area.og1.IDF_PL_H,,87
73,feature.Area.og1.total,,87
73,feature.Area.og2.IDF_PL_H,,1
73,feature.Area.og2.total,,1
73,feature.Area.unmanaged,,2
73,feature.Yield.unmanaged.Total,,107
74,feature.Area.og1.IDF_FDI_H,,54
74,feature.Area.og1.total,,54
74,feature.Area.og2.IDF_FDI_H,,1
74,feature.Area.og2.total,,1
74,feature.Area.unmanaged,,2
74,feature.Yield.unmanaged.Total,,108
75,feature.Area.og1.IDF_PLI_M,,62
75,feature.Area.og1.total,,62
75,feature.Area.og2.IDF_PLI_M,,1
75,feature.Area.og2.total,,1
75,feature.Area.unmanaged,,2
75,feature.Yield.unmanaged.Total,,63
76,feature.Area.og1.IDF_FD_H,,109
76,feature.Area.og1.total,,109
76,feature.Area.og2.IDF_FD_H,,13
76,feature.Area.og2.total,,13
76,feature.Area.unmanaged,,11
76,feature.Yield.unmanaged.Total,,110
77,feature.Area.og1.IDF_FD_L,,0
77,feature.Area.og1.total,,0
77,feature.Area.og2.IDF_FD_L,,1
77,feature.Area.og2.total,,1
77,feature.Area.unmanaged,,2
77,feature.Yield.unmanaged.Total,,111
78,feature.Area.og1.IDF_FDI_M,,17
78,feature.Area.og1.total,,17
78,feature.Area.og2.IDF_FDI_M,,1
78,feature.Area.og2.total,,1
78,feature.Area.unmanaged,,2
78,feature.Yield.unmanaged.Total,,112
79,feature.Area.managed,,2
79,feature.Area.og1.IDF_FDI_M,,17
79,feature.Area.og1.total,,17
79,feature.Area.og2.IDF_FDI_M,,1
79,feature.Area.og2.total,,1
79,feature.Yield.managed.Total,,113
80,feature.Area.managed,,2
80,feature.Area.og1.IDF_FDI_M,,17
80,feature.Area.og1.total,,17
80,feature.Area.og2.IDF_FDI_M,,1
80,feature.Area.og2.total,,1
80,feature.Yield.managed.Total,,113
81,feature.Area.og1.IDF_FDI_H,,54
81,feature.Area.og1.total,,54
81,feature.Area.og2.IDF_FDI_H,,1
81,feature.Area.og2.total,,1
81,feature.Area.unmanaged,,2
81,feature.Yield.unmanaged.Total,,115
82,feature.Area.managed,,2
82,feature.Area.og1.IDF_FDI_H,,54
82,feature.Area.og1.total,,54
82,feature.Area.og2.IDF_FDI_H,,1
82,feature.Area.og2.total,,1
82,feature.Yield.managed.Total,,116
83,feature.Area.managed,,2
83,feature.Area.og1.IDF_FDI_H,,54
83,feature.Area.og1.total,,54
83,feature.Area.og2.IDF_FDI_H,,1
83,feature.Area.og2.total,,1
83,feature.Yield.managed.Total,,116
84,feature.Area.og1.IDF_FD_L,,0
84,feature.Area.og1.total,,0
84,feature.Area.og2.IDF_FD_L,,1
84,feature.Area.og2.total,,1
84,feature.Area.unmanaged,,2
84,feature.Yield.unmanaged.Total,,118
85,feature.Area.managed,,2
85,feature.Area.og1.IDF_FD_L,,0
85,feature.Area.og1.total,,0
85,feature.Area.og2.IDF_FD_L,,1
85,feature.Area.og2.total,,1
85,feature.Yield.managed.Total,,119
86,feature.Area.managed,,2
86,feature.Area.og1.IDF_FD_L,,0
86,feature.Area.og1.total,,0
86,feature.Area.og2.IDF_FD_L,,1
86,feature.Area.og2.total,,1
86,feature.Yield.managed.Total,,119
87,feature.Area.og1.IDF_FDI_L,,0
87,feature.Area.og1.total,,0
87,feature.Area.og2.IDF_FDI_L,,1
87,feature.Area.og2.total,,1
87,feature.Area.unmanaged,,2
87,feature.Yield.unmanaged.Total,,121
88,feature.Area.managed,,11
88,feature.Area.og1.IDF_FDI_L,,12
88,feature.Area.og1.total,,12
88,feature.Area.og2.IDF_FDI_L,,13
88,feature.Area.og2.total,,13
88,feature.Yield.managed.Total,,122
89,feature.Area.managed,,11
89,feature.Area.og1.IDF_FDI_L,,12
89,feature.Area.og1.total,,12
89,feature.Area.og2.IDF_FDI_L,,13
89,feature.Area.og2.total,,13
89,feature.Yield.managed.Total,,122
90,feature.Area.og1.IDF_FD_H,,23
90,feature.Area.og1.total,,23
90,feature.Area.og2.IDF_FD_H,,1
90,feature.Area.og2.total,,1
90,feature.Area.unmanaged,,2
90,feature.Yield.unmanaged.Total,,125
91,feature.Area.managed,,2
91,feature.Area.og1.IDF_FD_H,,23
91,feature.Area.og1.total,,23
91,feature.Area.og2.IDF_FD_H,,1
91,feature.Area.og2.total,,1
91,feature.Yield.managed.Total,,126
92,feature.Area.og1.IDF_PL_M,,0
92,feature.Area.og1.total,,0
92,feature.Area.og2.IDF_PL_M,,1
92,feature.Area.og2.total,,1
92,feature.Area.unmanaged,,2
92,feature.Yield.unmanaged.Total,,128
93,feature.Area.managed,,2
93,feature.Area.og1.IDF_PL_M,,0
93,feature.Area.og1.total,,0
93,feature.Area.og2.IDF_PL_M,,1
93,feature.Area.og2.total,,1
93,feature.Yield.managed.Total,,129
94,feature.Area.managed,,2
94,feature.Area.og1.IDF_PL_M,,0
94,feature.Area.og1.total,,0
94,feature.Area.og2.IDF_PL_M,,1
94,feature.Area.og2.total,,1
94,feature.Yield.managed.Total,,129
95,feature.Area.og1.IDF_PLI_L,,31
95,feature.Area.og1.total,,31
95,feature.Area.og2.IDF_PLI_L,,1
95,feature.Area.og2.total,,1
95,feature.Area.unmanaged,,2
95,feature.Yield.unmanaged.Total,,131
96,feature.Area.managed,,2
96,feature.Area.og1.IDF_PLI_L,,31
96,feature.Area.og1.total,,31
96,feature.Area.og2.IDF_PLI_L,,1
96,feature.Area.og2.total,,1
96,feature.Yield.managed.Total,,132
97,feature.Area.managed,,2
97,feature.Area.og1.IDF_PLI_L,,31
97,feature.Area.og1.total,,31
97,feature.Area.og2.IDF_PLI_L,,1
97,feature.Area.og2.total,,1
97,feature.Yield.managed.Total,,132
98,feature.Area.og1.IDF_PL_L,,26
98,feature.Area.og1.total,,26
98,feature.Area.og2.IDF_PL_L,,1
98,feature.Area.og2.total,,1
98,feature.Area.unmanaged,,2
98,feature.Yield.unmanaged.Total,,134
99,feature.Area.managed,,2
99,feature.Area.og1.IDF_PL_L,,26
99,feature.Area.og1.total,,26
99,feature.Area.og2.IDF_PL_L,,1
99,feature.Area.og2.total,,1
99,feature.Yield.managed.Total,,135
100,feature.Area.managed,,2
100,feature.Area.og1.IDF_PL_L,,26
100,feature.Area.og1.total,,26
100,feature.Area.og2.IDF_PL_L,,1
100,feature.Area.og2.total,,1
100,feature.Yield.managed.Total,,135
101,feature.Area.og1.IDF_FDI_M,,17
101,feature.Area.og1.total,,17
101,feature.Area.og2.IDF_FDI_M,,1
101,feature.Area.og2.total,,1
101,feature.Area.unmanaged,,2
101,feature.Yield.unmanaged.Total,,137
102,feature.Area.og1.IDF_FD_M,,17
102,feature.Area.og1.total,,17
102,feature.Area.og2.IDF_FD_M,,1
102,feature.Area.og2.total,,1
102,feature.Area.unmanaged,,2
102,feature.Yield.unmanaged.Total,,106
103,feature.Area.managed,,2
103,feature.Area.og1.IDF_FD_M,,17
103,feature.Area.og1.total,,17
103,feature.Area.og2.IDF_FD_M,,1
103,feature.Area.og2.total,,1
103,feature.Yield.managed.Total,,138
104,feature.Area.og1.IDF_FD_M,,17
104,feature.Area.og1.total,,17
104,feature.Area.og2.IDF_FD_M,,1
104,feature.Area.og2.total,,1
104,feature.Area.unmanaged,,2
104,feature.Yield.unmanaged.Total,,140
105,feature.Area.managed,,2
105,feature.Area.og1.IDF_FD_M,,17
105,feature.Area.og1.total,,17
105,feature.Area.og2.IDF_FD_M,,1
105,feature.Area.og2.total,,1
105,feature.Yield.managed.Total,,141
106,feature.Area.og1.IDF_PLI_M,,67
106,feature.Area.og1.total,,67
106,feature.Area.og2.IDF_PLI_M,,13
106,feature.Area.og2.total,,13
106,feature.Area.unmanaged,,11
106,feature.Yield.unmanaged.Total,,143
107,feature.Area.managed,,2
107,feature.Area.og1.IDF_PLI_M,,62
107,feature.Area.og1.total,,62
107,feature.Area.og2.IDF_PLI_M,,1
107,feature.Area.og2.total,,1
107,feature.Yield.managed.Total,,144
108,feature.Area.og1.IDF_FD_L,,0
108,feature.Area.og1.total,,0
108,feature.Area.og2.IDF_FD_L,,1
108,feature.Area.og2.total,,1
108,feature.Area.unmanaged,,2
108,feature.Yield.unmanaged.Total,,146
109,feature.Area.og1.IDF_FDI_H,,69
109,feature.Area.og1.total,,69
109,feature.Area.og2.IDF_FDI_H,,13
109,feature.Area.og2.total,,13
109,feature.Area.unmanaged,,11
109,feature.Yield.unmanaged.Total,,147
110,feature.Area.og1.IDF_PLI_H,,91
110,feature.Area.og1.total,,91
110,feature.Area.og2.IDF_PLI_H,,1
110,feature.Area.og2.total,,1
110,feature.Area.unmanaged,,2
110,feature.Yield.unmanaged.Total,,148
111,feature.Area.managed,,2
111,feature.Area.og1.IDF_PLI_H,,91
111,feature.Area.og1.total,,91
111,feature.Area.og2.IDF_PLI_H,,1
111,feature.Area.og2.total,,1
111,feature.Yield.managed.Total,,149
112,feature.Area.og1.IDF_PLI_L,,31
112,feature.Area.og1.total,,31
112,feature.Area.og2.IDF_PLI_L,,1
112,feature.Area.og2.total,,1
112,feature.Area.unmanaged,,2
112,feature.Yield.unmanaged.Total,,151
113,feature.Area.og1.IDF_PLI_M,,62
113,feature.Area.og1.total,,62
113,feature.Area.og2.IDF_PLI_M,,1
113,feature.Area.og2.total,,1
113,feature.Area.unmanaged,,2
113,feature.Yield.unmanaged.Total,,152
114,feature.Area.managed,,2
114,feature.Area.og1.IDF_PLI_M,,62
114,feature.Area.og1.total,,62
114,feature.Area.og2.IDF_PLI_M,,1
114,feature.Area.og2.total,,1
114,feature.Yield.managed.Total,,153
115,feature.Area.og1.IDF_FDI_L,,0
115,feature.Area.og1.total,,0
115,feature.Area.og2.IDF_FDI_L,,1
115,feature.Area.og2.total,,1
115,feature.Area.unmanaged,,2
115,feature.Yield.unmanaged.Total,,7
116,feature.Area.og1.IDF_PLI_H,,39
116,feature.Area.og1.total,,39
116,feature.Area.og2.IDF_PLI_H,,13
116,feature.Area.og2.total,,13
116,feature.Area.unmanaged,,11
116,feature.Yield.unmanaged.Total,,155
117,feature.Area.managed,,2
117,feature.Area.og1.IDF_PLI_H,,91
117,feature.Area.og1.total,,91
117,feature.Area.og2.IDF_PLI_H,,1
117,feature.Area.og2.total,,1
117,feature.Yield.managed.Total,,156
118,feature.Area.og1.IDF_FD_H,,109
118,feature.Area.og1.total,,109
118,feature.Area.og2.IDF_FD_H,,13
118,feature.Area.og2.total,,13
118,feature.Area.unmanaged,,11
118,feature.Yield.unmanaged.Total,,158
119,feature.Area.managed,,2
119,feature.Area.og1.IDF_FD_H,,23
119,feature.Area.og1.total,,23
119,feature.Area.og2.IDF_FD_H,,1
119,feature.Area.og2.total,,1
119,feature.Yield.managed.Total,,159
120,feature.Area.og1.SBPS_PLI_M,,76
120,feature.Area.og1.total,,76
120,feature.Area.og2.SBPS_PLI_M,,1
120,feature.Area.og2.total,,1
120,feature.Area.unmanaged,,2
120,feature.Yield.unmanaged.Total,,161
121,feature.Area.managed,,2
121,feature.Area.og1.SBPS_PLI_M,,76
121,feature.Area.og1.total,,76
121,feature.Area.og2.SBPS_PLI_M,,1
121,feature.Area.og2.total,,1
121,feature.Yield.managed.Total,,162
122,feature.Area.og1.SBPS_PL_M,,37
122,feature.Area.og1.total,,37
122,feature.Area.og2.SBPS_PL_M,,13
122,feature.Area.og2.total,,13
